time_id,datetime,date,year,month,day_of_week,hour,is_weekend,is_friday,period_of_day,is_special,special_label,special_demand_mult,peak_shift_hours
246,2025-03-11 05:00:00,2025-03-11,2025,3,Tuesday,5,0,0,offpeak,1,Ramadan,0.9,1
247,2025-03-11 06:00:00,2025-03-11,2025,3,Tuesday,6,0,0,morning_peak,1,Ramadan,0.9,1
248,2025-03-11 07:00:00,2025-03-11,2025,3,Tuesday,7,0,0,morning_peak,1,Ramadan,0.9,1
249,2025-03-11 08:00:00,2025-03-11,2025,3,Tuesday,8,0,0,morning_peak,1,Ramadan,0.9,1
250,2025-03-11 09:00:00,2025-03-11,2025,3,Tuesday,9,0,0,midday,1,Ramadan,0.9,1
251,2025-03-11 10:00:00,2025-03-11,2025,3,Tuesday,10,0,0,midday,1,Ramadan,0.9,1
252,2025-03-11 11:00:00,2025-03-11,2025,3,Tuesday,11,0,0,midday,1,Ramadan,0.9,1
253,2025-03-11 12:00:00,2025-03-11,2025,3,Tuesday,12,0,0,midday,1,Ramadan,0.9,1
254,2025-03-11 13:00:00,2025-03-11,2025,3,Tuesday,13,0,0,midday,1,Ramadan,0.9,1
255,2025-03-11 14:00:00,2025-03-11,2025,3,Tuesday,14,0,0,midday,1,Ramadan,0.9,1
256,2025-03-11 15:00:00,2025-03-11,2025,3,Tuesday,15,0,0,midday,1,Ramadan,0.9,1
257,2025-03-11 16:00:00,2025-03-11,2025,3,Tuesday,16,0,0,midday,1,Ramadan,0.9,1
258,2025-03-11 17:00:00,2025-03-11,2025,3,Tuesday,17,0,0,evening_peak,1,Ramadan,0.9,1
259,2025-03-11 18:00:00,2025-03-11,2025,3,Tuesday,18,0,0,evening_peak,1,Ramadan,0.9,1
260,2025-03-11 19:00:00,2025-03-11,2025,3,Tuesday,19,0,0,evening_peak,1,Ramadan,0.9,1
261,2025-03-11 20:00:00,2025-03-11,2025,3,Tuesday,20,0,0,offpeak,1,Ramadan,0.9,1
262,2025-03-11 21:00:00,2025-03-11,2025,3,Tuesday,21,0,0,offpeak,1,Ramadan,0.9,1
263,2025-03-11 22:00:00,2025-03-11,2025,3,Tuesday,22,0,0,offpeak,1,Ramadan,0.9,1
264,2025-03-11 23:00:00,2025-03-11,2025,3,Tuesday,23,0,0,offpeak,1,Ramadan,0.9,1
265,2025-03-12 00:00:00,2025-03-12,2025,3,Wednesday,0,0,0,offpeak,1,Ramadan,0.9,1
266,2025-03-12 01:00:00,2025-03-12,2025,3,Wednesday,1,0,0,offpeak,1,Ramadan,0.9,1
267,2025-03-12 02:00:00,2025-03-12,2025,3,Wednesday,2,0,0,offpeak,1,Ramadan,0.9,1
268,2025-03-12 03:00:00,2025-03-12,2025,3,Wednesday,3,0,0,offpeak,1,Ramadan,0.9,1
269,2025-03-12 04:00:00,2025-03-12,2025,3,Wednesday,4,0,0,offpeak,1,Ramadan,0.9,1
270,2025-03-12 05:00:00,2025-03-12,2025,3,Wednesday,5,0,0,offpeak,1,Ramadan,0.9,1
271,2025-03-12 06:00:00,2025-03-12,2025,3,Wednesday,6,0,0,morning_peak,1,Ramadan,0.9,1
272,2025-03-12 07:00:00,2025-03-12,2025,3,Wednesday,7,0,0,morning_peak,1,Ramadan,0.9,1
273,2025-03-12 08:00:00,2025-03-12,2025,3,Wednesday,8,0,0,morning_peak,1,Ramadan,0.9,1
274,2025-03-12 09:00:00,2025-03-12,2025,3,Wednesday,9,0,0,midday,1,Ramadan,0.9,1
275,2025-03-12 10:00:00,2025-03-12,2025,3,Wednesday,10,0,0,midday,1,Ramadan,0.9,1
276,2025-03-12 11:00:00,2025-03-12,2025,3,Wednesday,11,0,0,midday,1,Ramadan,0.9,1
277,2025-03-12 12:00:00,2025-03-12,2025,3,Wednesday,12,0,0,midday,1,Ramadan,0.9,1
278,2025-03-12 13:00:00,2025-03-12,2025,3,Wednesday,13,0,0,midday,1,Ramadan,0.9,1
279,2025-03-12 14:00:00,2025-03-12,2025,3,Wednesday,14,0,0,midday,1,Ramadan,0.9,1
280,2025-03-12 15:00:00,2025-03-12,2025,3,Wednesday,15,0,0,midday,1,Ramadan,0.9,1
281,2025-03-12 16:00:00,2025-03-12,2025,3,Wednesday,16,0,0,midday,1,Ramadan,0.9,1
282,2025-03-12 17:00:00,2025-03-12,2025,3,Wednesday,17,0,0,evening_peak,1,Ramadan,0.9,1
283,2025-03-12 18:00:00,2025-03-12,2025,3,Wednesday,18,0,0,evening_peak,1,Ramadan,0.9,1
284,2025-03-12 19:00:00,2025-03-12,2025,3,Wednesday,19,0,0,evening_peak,1,Ramadan,0.9,1
285,2025-03-12 20:00:00,2025-03-12,2025,3,Wednesday,20,0,0,offpeak,1,Ramadan,0.9,1
286,2025-03-12 21:00:00,2025-03-12,2025,3,Wednesday,21,0,0,offpeak,1,Ramadan,0.9,1
287,2025-03-12 22:00:00,2025-03-12,2025,3,Wednesday,22,0,0,offpeak,1,Ramadan,0.9,1
288,2025-03-12 23:00:00,2025-03-12,2025,3,Wednesday,23,0,0,offpeak,1,Ramadan,0.9,1
289,2025-03-13 00:00:00,2025-03-13,2025,3,Thursday,0,0,0,offpeak,1,Ramadan,0.9,1
290,2025-03-13 01:00:00,2025-03-13,2025,3,Thursday,1,0,0,offpeak,1,Ramadan,0.9,1
291,2025-03-13 02:00:00,2025-03-13,2025,3,Thursday,2,0,0,offpeak,1,Ramadan,0.9,1
292,2025-03-13 03:00:00,2025-03-13,2025,3,Thursday,3,0,0,offpeak,1,Ramadan,0.9,1
293,2025-03-13 04:00:00,2025-03-13,2025,3,Thursday,4,0,0,offpeak,1,Ramadan,0.9,1
294,2025-03-13 05:00:00,2025-03-13,2025,3,Thursday,5,0,0,offpeak,1,Ramadan,0.9,1
295,2025-03-13 06:00:00,2025-03-13,2025,3,Thursday,6,0,0,morning_peak,1,Ramadan,0.9,1
296,2025-03-13 07:00:00,2025-03-13,2025,3,Thursday,7,0,0,morning_peak,1,Ramadan,0.9,1
297,2025-03-13 08:00:00,2025-03-13,2025,3,Thursday,8,0,0,morning_peak,1,Ramadan,0.9,1
298,2025-03-13 09:00:00,2025-03-13,2025,3,Thursday,9,0,0,midday,1,Ramadan,0.9,1
299,2025-03-13 10:00:00,2025-03-13,2025,3,Thursday,10,0,0,midday,1,Ramadan,0.9,1
300,2025-03-13 11:00:00,2025-03-13,2025,3,Thursday,11,0,0,midday,1,Ramadan,0.9,1
301,2025-03-13 12:00:00,2025-03-13,2025,3,Thursday,12,0,0,midday,1,Ramadan,0.9,1
302,2025-03-13 13:00:00,2025-03-13,2025,3,Thursday,13,0,0,midday,1,Ramadan,0.9,1
303,2025-03-13 14:00:00,2025-03-13,2025,3,Thursday,14,0,0,midday,1,Ramadan,0.9,1
304,2025-03-13 15:00:00,2025-03-13,2025,3,Thursday,15,0,0,midday,1,Ramadan,0.9,1
305,2025-03-13 16:00:00,2025-03-13,2025,3,Thursday,16,0,0,midday,1,Ramadan,0.9,1
306,2025-03-13 17:00:00,2025-03-13,2025,3,Thursday,17,0,0,evening_peak,1,Ramadan,0.9,1
307,2025-03-13 18:00:00,2025-03-13,2025,3,Thursday,18,0,0,evening_peak,1,Ramadan,0.9,1
308,2025-03-13 19:00:00,2025-03-13,2025,3,Thursday,19,0,0,evening_peak,1,Ramadan,0.9,1
309,2025-03-13 20:00:00,2025-03-13,2025,3,Thursday,20,0,0,offpeak,1,Ramadan,0.9,1
310,2025-03-13 21:00:00,2025-03-13,2025,3,Thursday,21,0,0,offpeak,1,Ramadan,0.9,1
311,2025-03-13 22:00:00,2025-03-13,2025,3,Thursday,22,0,0,offpeak,1,Ramadan,0.9,1
312,2025-03-13 23:00:00,2025-03-13,2025,3,Thursday,23,0,0,offpeak,1,Ramadan,0.9,1
313,2025-03-14 00:00:00,2025-03-14,2025,3,Friday,0,1,1,offpeak,1,Ramadan,0.9,1
314,2025-03-14 01:00:00,2025-03-14,2025,3,Friday,1,1,1,offpeak,1,Ramadan,0.9,1
315,2025-03-14 02:00:00,2025-03-14,2025,3,Friday,2,1,1,offpeak,1,Ramadan,0.9,1
316,2025-03-14 03:00:00,2025-03-14,2025,3,Friday,3,1,1,offpeak,1,Ramadan,0.9,1
317,2025-03-14 04:00:00,2025-03-14,2025,3,Friday,4,1,1,offpeak,1,Ramadan,0.9,1
318,2025-03-14 05:00:00,2025-03-14,2025,3,Friday,5,1,1,offpeak,1,Ramadan,0.9,1
319,2025-03-14 06:00:00,2025-03-14,2025,3,Friday,6,1,1,morning_peak,1,Ramadan,0.9,1
320,2025-03-14 07:00:00,2025-03-14,2025,3,Friday,7,1,1,morning_peak,1,Ramadan,0.9,1
321,2025-03-14 08:00:00,2025-03-14,2025,3,Friday,8,1,1,morning_peak,1,Ramadan,0.9,1
322,2025-03-14 09:00:00,2025-03-14,2025,3,Friday,9,1,1,midday,1,Ramadan,0.9,1
323,2025-03-14 10:00:00,2025-03-14,2025,3,Friday,10,1,1,midday,1,Ramadan,0.9,1
324,2025-03-14 11:00:00,2025-03-14,2025,3,Friday,11,1,1,midday,1,Ramadan,0.9,1
325,2025-03-14 12:00:00,2025-03-14,2025,3,Friday,12,1,1,midday,1,Ramadan,0.9,1
326,2025-03-14 13:00:00,2025-03-14,2025,3,Friday,13,1,1,midday,1,Ramadan,0.9,1
327,2025-03-14 14:00:00,2025-03-14,2025,3,Friday,14,1,1,midday,1,Ramadan,0.9,1
328,2025-03-14 15:00:00,2025-03-14,2025,3,Friday,15,1,1,midday,1,Ramadan,0.9,1
329,2025-03-14 16:00:00,2025-03-14,2025,3,Friday,16,1,1,midday,1,Ramadan,0.9,1
330,2025-03-14 17:00:00,2025-03-14,2025,3,Friday,17,1,1,evening_peak,1,Ramadan,0.9,1
331,2025-03-14 18:00:00,2025-03-14,2025,3,Friday,18,1,1,evening_peak,1,Ramadan,0.9,1
332,2025-03-14 19:00:00,2025-03-14,2025,3,Friday,19,1,1,evening_peak,1,Ramadan,0.9,1
333,2025-03-14 20:00:00,2025-03-14,2025,3,Friday,20,1,1,offpeak,1,Ramadan,0.9,1
334,2025-03-14 21:00:00,2025-03-14,2025,3,Friday,21,1,1,offpeak,1,Ramadan,0.9,1
335,2025-03-14 22:00:00,2025-03-14,2025,3,Friday,22,1,1,offpeak,1,Ramadan,0.9,1
336,2025-03-14 23:00:00,2025-03-14,2025,3,Friday,23,1,1,offpeak,1,Ramadan,0.9,1
337,2025-03-15 00:00:00,2025-03-15,2025,3,Saturday,0,1,0,offpeak,1,Ramadan,0.9,1
338,2025-03-15 01:00:00,2025-03-15,2025,3,Saturday,1,1,0,offpeak,1,Ramadan,0.9,1
339,2025-03-15 02:00:00,2025-03-15,2025,3,Saturday,2,1,0,offpeak,1,Ramadan,0.9,1
340,2025-03-15 03:00:00,2025-03-15,2025,3,Saturday,3,1,0,offpeak,1,Ramadan,0.9,1
341,2025-03-15 04:00:00,2025-03-15,2025,3,Saturday,4,1,0,offpeak,1,Ramadan,0.9,1
342,2025-03-15 05:00:00,2025-03-15,2025,3,Saturday,5,1,0,offpeak,1,Ramadan,0.9,1
343,2025-03-15 06:00:00,2025-03-15,2025,3,Saturday,6,1,0,morning_peak,1,Ramadan,0.9,1
344,2025-03-15 07:00:00,2025-03-15,2025,3,Saturday,7,1,0,morning_peak,1,Ramadan,0.9,1
345,2025-03-15 08:00:00,2025-03-15,2025,3,Saturday,8,1,0,morning_peak,1,Ramadan,0.9,1
346,2025-03-15 09:00:00,2025-03-15,2025,3,Saturday,9,1,0,midday,1,Ramadan,0.9,1
347,2025-03-15 10:00:00,2025-03-15,2025,3,Saturday,10,1,0,midday,1,Ramadan,0.9,1
348,2025-03-15 11:00:00,2025-03-15,2025,3,Saturday,11,1,0,midday,1,Ramadan,0.9,1
349,2025-03-15 12:00:00,2025-03-15,2025,3,Saturday,12,1,0,midday,1,Ramadan,0.9,1
350,2025-03-15 13:00:00,2025-03-15,2025,3,Saturday,13,1,0,midday,1,Ramadan,0.9,1
351,2025-03-15 14:00:00,2025-03-15,2025,3,Saturday,14,1,0,midday,1,Ramadan,0.9,1
352,2025-03-15 15:00:00,2025-03-15,2025,3,Saturday,15,1,0,midday,1,Ramadan,0.9,1
353,2025-03-15 16:00:00,2025-03-15,2025,3,Saturday,16,1,0,midday,1,Ramadan,0.9,1
354,2025-03-15 17:00:00,2025-03-15,2025,3,Saturday,17,1,0,evening_peak,1,Ramadan,0.9,1
355,2025-03-15 18:00:00,2025-03-15,2025,3,Saturday,18,1,0,evening_peak,1,Ramadan,0.9,1
356,2025-03-15 19:00:00,2025-03-15,2025,3,Saturday,19,1,0,evening_peak,1,Ramadan,0.9,1
357,2025-03-15 20:00:00,2025-03-15,2025,3,Saturday,20,1,0,offpeak,1,Ramadan,0.9,1
358,2025-03-15 21:00:00,2025-03-15,2025,3,Saturday,21,1,0,offpeak,1,Ramadan,0.9,1
359,2025-03-15 22:00:00,2025-03-15,2025,3,Saturday,22,1,0,offpeak,1,Ramadan,0.9,1
360,2025-03-15 23:00:00,2025-03-15,2025,3,Saturday,23,1,0,offpeak,1,Ramadan,0.9,1
361,2025-03-16 00:00:00,2025-03-16,2025,3,Sunday,0,0,0,offpeak,1,Ramadan,0.9,1
362,2025-03-16 01:00:00,2025-03-16,2025,3,Sunday,1,0,0,offpeak,1,Ramadan,0.9,1
363,2025-03-16 02:00:00,2025-03-16,2025,3,Sunday,2,0,0,offpeak,1,Ramadan,0.9,1
364,2025-03-16 03:00:00,2025-03-16,2025,3,Sunday,3,0,0,offpeak,1,Ramadan,0.9,1
365,2025-03-16 04:00:00,2025-03-16,2025,3,Sunday,4,0,0,offpeak,1,Ramadan,0.9,1
366,2025-03-16 05:00:00,2025-03-16,2025,3,Sunday,5,0,0,offpeak,1,Ramadan,0.9,1
367,2025-03-16 06:00:00,2025-03-16,2025,3,Sunday,6,0,0,morning_peak,1,Ramadan,0.9,1
368,2025-03-16 07:00:00,2025-03-16,2025,3,Sunday,7,0,0,morning_peak,1,Ramadan,0.9,1
369,2025-03-16 08:00:00,2025-03-16,2025,3,Sunday,8,0,0,morning_peak,1,Ramadan,0.9,1
370,2025-03-16 09:00:00,2025-03-16,2025,3,Sunday,9,0,0,midday,1,Ramadan,0.9,1
371,2025-03-16 10:00:00,2025-03-16,2025,3,Sunday,10,0,0,midday,1,Ramadan,0.9,1
372,2025-03-16 11:00:00,2025-03-16,2025,3,Sunday,11,0,0,midday,1,Ramadan,0.9,1
373,2025-03-16 12:00:00,2025-03-16,2025,3,Sunday,12,0,0,midday,1,Ramadan,0.9,1
374,2025-03-16 13:00:00,2025-03-16,2025,3,Sunday,13,0,0,midday,1,Ramadan,0.9,1
375,2025-03-16 14:00:00,2025-03-16,2025,3,Sunday,14,0,0,midday,1,Ramadan,0.9,1
376,2025-03-16 15:00:00,2025-03-16,2025,3,Sunday,15,0,0,midday,1,Ramadan,0.9,1
377,2025-03-16 16:00:00,2025-03-16,2025,3,Sunday,16,0,0,midday,1,Ramadan,0.9,1
378,2025-03-16 17:00:00,2025-03-16,2025,3,Sunday,17,0,0,evening_peak,1,Ramadan,0.9,1
379,2025-03-16 18:00:00,2025-03-16,2025,3,Sunday,18,0,0,evening_peak,1,Ramadan,0.9,1
380,2025-03-16 19:00:00,2025-03-16,2025,3,Sunday,19,0,0,evening_peak,1,Ramadan,0.9,1
381,2025-03-16 20:00:00,2025-03-16,2025,3,Sunday,20,0,0,offpeak,1,Ramadan,0.9,1
382,2025-03-16 21:00:00,2025-03-16,2025,3,Sunday,21,0,0,offpeak,1,Ramadan,0.9,1
383,2025-03-16 22:00:00,2025-03-16,2025,3,Sunday,22,0,0,offpeak,1,Ramadan,0.9,1
384,2025-03-16 23:00:00,2025-03-16,2025,3,Sunday,23,0,0,offpeak,1,Ramadan,0.9,1
385,2025-03-17 00:00:00,2025-03-17,2025,3,Monday,0,0,0,offpeak,1,Ramadan,0.9,1
386,2025-03-17 01:00:00,2025-03-17,2025,3,Monday,1,0,0,offpeak,1,Ramadan,0.9,1
387,2025-03-17 02:00:00,2025-03-17,2025,3,Monday,2,0,0,offpeak,1,Ramadan,0.9,1
388,2025-03-17 03:00:00,2025-03-17,2025,3,Monday,3,0,0,offpeak,1,Ramadan,0.9,1
389,2025-03-17 04:00:00,2025-03-17,2025,3,Monday,4,0,0,offpeak,1,Ramadan,0.9,1
390,2025-03-17 05:00:00,2025-03-17,2025,3,Monday,5,0,0,offpeak,1,Ramadan,0.9,1
391,2025-03-17 06:00:00,2025-03-17,2025,3,Monday,6,0,0,morning_peak,1,Ramadan,0.9,1
392,2025-03-17 07:00:00,2025-03-17,2025,3,Monday,7,0,0,morning_peak,1,Ramadan,0.9,1
393,2025-03-17 08:00:00,2025-03-17,2025,3,Monday,8,0,0,morning_peak,1,Ramadan,0.9,1
394,2025-03-17 09:00:00,2025-03-17,2025,3,Monday,9,0,0,midday,1,Ramadan,0.9,1
395,2025-03-17 10:00:00,2025-03-17,2025,3,Monday,10,0,0,midday,1,Ramadan,0.9,1
396,2025-03-17 11:00:00,2025-03-17,2025,3,Monday,11,0,0,midday,1,Ramadan,0.9,1
397,2025-03-17 12:00:00,2025-03-17,2025,3,Monday,12,0,0,midday,1,Ramadan,0.9,1
398,2025-03-17 13:00:00,2025-03-17,2025,3,Monday,13,0,0,midday,1,Ramadan,0.9,1
399,2025-03-17 14:00:00,2025-03-17,2025,3,Monday,14,0,0,midday,1,Ramadan,0.9,1
400,2025-03-17 15:00:00,2025-03-17,2025,3,Monday,15,0,0,midday,1,Ramadan,0.9,1
401,2025-03-17 16:00:00,2025-03-17,2025,3,Monday,16,0,0,midday,1,Ramadan,0.9,1
402,2025-03-17 17:00:00,2025-03-17,2025,3,Monday,17,0,0,evening_peak,1,Ramadan,0.9,1
403,2025-03-17 18:00:00,2025-03-17,2025,3,Monday,18,0,0,evening_peak,1,Ramadan,0.9,1
404,2025-03-17 19:00:00,2025-03-17,2025,3,Monday,19,0,0,evening_peak,1,Ramadan,0.9,1
405,2025-03-17 20:00:00,2025-03-17,2025,3,Monday,20,0,0,offpeak,1,Ramadan,0.9,1
406,2025-03-17 21:00:00,2025-03-17,2025,3,Monday,21,0,0,offpeak,1,Ramadan,0.9,1
407,2025-03-17 22:00:00,2025-03-17,2025,3,Monday,22,0,0,offpeak,1,Ramadan,0.9,1
408,2025-03-17 23:00:00,2025-03-17,2025,3,Monday,23,0,0,offpeak,1,Ramadan,0.9,1
409,2025-03-18 00:00:00,2025-03-18,2025,3,Tuesday,0,0,0,offpeak,1,Ramadan,0.9,1
410,2025-03-18 01:00:00,2025-03-18,2025,3,Tuesday,1,0,0,offpeak,1,Ramadan,0.9,1
411,2025-03-18 02:00:00,2025-03-18,2025,3,Tuesday,2,0,0,offpeak,1,Ramadan,0.9,1
412,2025-03-18 03:00:00,2025-03-18,2025,3,Tuesday,3,0,0,offpeak,1,Ramadan,0.9,1
413,2025-03-18 04:00:00,2025-03-18,2025,3,Tuesday,4,0,0,offpeak,1,Ramadan,0.9,1
414,2025-03-18 05:00:00,2025-03-18,2025,3,Tuesday,5,0,0,offpeak,1,Ramadan,0.9,1
415,2025-03-18 06:00:00,2025-03-18,2025,3,Tuesday,6,0,0,morning_peak,1,Ramadan,0.9,1
416,2025-03-18 07:00:00,2025-03-18,2025,3,Tuesday,7,0,0,morning_peak,1,Ramadan,0.9,1
417,2025-03-18 08:00:00,2025-03-18,2025,3,Tuesday,8,0,0,morning_peak,1,Ramadan,0.9,1
418,2025-03-18 09:00:00,2025-03-18,2025,3,Tuesday,9,0,0,midday,1,Ramadan,0.9,1
419,2025-03-18 10:00:00,2025-03-18,2025,3,Tuesday,10,0,0,midday,1,Ramadan,0.9,1
420,2025-03-18 11:00:00,2025-03-18,2025,3,Tuesday,11,0,0,midday,1,Ramadan,0.9,1
421,2025-03-18 12:00:00,2025-03-18,2025,3,Tuesday,12,0,0,midday,1,Ramadan,0.9,1
422,2025-03-18 13:00:00,2025-03-18,2025,3,Tuesday,13,0,0,midday,1,Ramadan,0.9,1
423,2025-03-18 14:00:00,2025-03-18,2025,3,Tuesday,14,0,0,midday,1,Ramadan,0.9,1
424,2025-03-18 15:00:00,2025-03-18,2025,3,Tuesday,15,0,0,midday,1,Ramadan,0.9,1
425,2025-03-18 16:00:00,2025-03-18,2025,3,Tuesday,16,0,0,midday,1,Ramadan,0.9,1
426,2025-03-18 17:00:00,2025-03-18,2025,3,Tuesday,17,0,0,evening_peak,1,Ramadan,0.9,1
427,2025-03-18 18:00:00,2025-03-18,2025,3,Tuesday,18,0,0,evening_peak,1,Ramadan,0.9,1
428,2025-03-18 19:00:00,2025-03-18,2025,3,Tuesday,19,0,0,evening_peak,1,Ramadan,0.9,1
429,2025-03-18 20:00:00,2025-03-18,2025,3,Tuesday,20,0,0,offpeak,1,Ramadan,0.9,1
430,2025-03-18 21:00:00,2025-03-18,2025,3,Tuesday,21,0,0,offpeak,1,Ramadan,0.9,1
431,2025-03-18 22:00:00,2025-03-18,2025,3,Tuesday,22,0,0,offpeak,1,Ramadan,0.9,1
432,2025-03-18 23:00:00,2025-03-18,2025,3,Tuesday,23,0,0,offpeak,1,Ramadan,0.9,1
433,2025-03-19 00:00:00,2025-03-19,2025,3,Wednesday,0,0,0,offpeak,1,Ramadan,0.9,1
434,2025-03-19 01:00:00,2025-03-19,2025,3,Wednesday,1,0,0,offpeak,1,Ramadan,0.9,1
435,2025-03-19 02:00:00,2025-03-19,2025,3,Wednesday,2,0,0,offpeak,1,Ramadan,0.9,1
436,2025-03-19 03:00:00,2025-03-19,2025,3,Wednesday,3,0,0,offpeak,1,Ramadan,0.9,1
437,2025-03-19 04:00:00,2025-03-19,2025,3,Wednesday,4,0,0,offpeak,1,Ramadan,0.9,1
438,2025-03-19 05:00:00,2025-03-19,2025,3,Wednesday,5,0,0,offpeak,1,Ramadan,0.9,1
439,2025-03-19 06:00:00,2025-03-19,2025,3,Wednesday,6,0,0,morning_peak,1,Ramadan,0.9,1
440,2025-03-19 07:00:00,2025-03-19,2025,3,Wednesday,7,0,0,morning_peak,1,Ramadan,0.9,1
441,2025-03-19 08:00:00,2025-03-19,2025,3,Wednesday,8,0,0,morning_peak,1,Ramadan,0.9,1
442,2025-03-19 09:00:00,2025-03-19,2025,3,Wednesday,9,0,0,midday,1,Ramadan,0.9,1
443,2025-03-19 10:00:00,2025-03-19,2025,3,Wednesday,10,0,0,midday,1,Ramadan,0.9,1
444,2025-03-19 11:00:00,2025-03-19,2025,3,Wednesday,11,0,0,midday,1,Ramadan,0.9,1
445,2025-03-19 12:00:00,2025-03-19,2025,3,Wednesday,12,0,0,midday,1,Ramadan,0.9,1
446,2025-03-19 13:00:00,2025-03-19,2025,3,Wednesday,13,0,0,midday,1,Ramadan,0.9,1
447,2025-03-19 14:00:00,2025-03-19,2025,3,Wednesday,14,0,0,midday,1,Ramadan,0.9,1
448,2025-03-19 15:00:00,2025-03-19,2025,3,Wednesday,15,0,0,midday,1,Ramadan,0.9,1
449,2025-03-19 16:00:00,2025-03-19,2025,3,Wednesday,16,0,0,midday,1,Ramadan,0.9,1
450,2025-03-19 17:00:00,2025-03-19,2025,3,Wednesday,17,0,0,evening_peak,1,Ramadan,0.9,1
451,2025-03-19 18:00:00,2025-03-19,2025,3,Wednesday,18,0,0,evening_peak,1,Ramadan,0.9,1
452,2025-03-19 19:00:00,2025-03-19,2025,3,Wednesday,19,0,0,evening_peak,1,Ramadan,0.9,1
453,2025-03-19 20:00:00,2025-03-19,2025,3,Wednesday,20,0,0,offpeak,1,Ramadan,0.9,1
454,2025-03-19 21:00:00,2025-03-19,2025,3,Wednesday,21,0,0,offpeak,1,Ramadan,0.9,1
455,2025-03-19 22:00:00,2025-03-19,2025,3,Wednesday,22,0,0,offpeak,1,Ramadan,0.9,1
456,2025-03-19 23:00:00,2025-03-19,2025,3,Wednesday,23,0,0,offpeak,1,Ramadan,0.9,1
457,2025-03-20 00:00:00,2025-03-20,2025,3,Thursday,0,0,0,offpeak,1,Ramadan,0.9,1
458,2025-03-20 01:00:00,2025-03-20,2025,3,Thursday,1,0,0,offpeak,1,Ramadan,0.9,1
459,2025-03-20 02:00:00,2025-03-20,2025,3,Thursday,2,0,0,offpeak,1,Ramadan,0.9,1
460,2025-03-20 03:00:00,2025-03-20,2025,3,Thursday,3,0,0,offpeak,1,Ramadan,0.9,1
461,2025-03-20 04:00:00,2025-03-20,2025,3,Thursday,4,0,0,offpeak,1,Ramadan,0.9,1
462,2025-03-20 05:00:00,2025-03-20,2025,3,Thursday,5,0,0,offpeak,1,Ramadan,0.9,1
463,2025-03-20 06:00:00,2025-03-20,2025,3,Thursday,6,0,0,morning_peak,1,Ramadan,0.9,1
464,2025-03-20 07:00:00,2025-03-20,2025,3,Thursday,7,0,0,morning_peak,1,Ramadan,0.9,1
465,2025-03-20 08:00:00,2025-03-20,2025,3,Thursday,8,0,0,morning_peak,1,Ramadan,0.9,1
466,2025-03-20 09:00:00,2025-03-20,2025,3,Thursday,9,0,0,midday,1,Ramadan,0.9,1
467,2025-03-20 10:00:00,2025-03-20,2025,3,Thursday,10,0,0,midday,1,Ramadan,0.9,1
468,2025-03-20 11:00:00,2025-03-20,2025,3,Thursday,11,0,0,midday,1,Ramadan,0.9,1
469,2025-03-20 12:00:00,2025-03-20,2025,3,Thursday,12,0,0,midday,1,Ramadan,0.9,1
470,2025-03-20 13:00:00,2025-03-20,2025,3,Thursday,13,0,0,midday,1,Ramadan,0.9,1
471,2025-03-20 14:00:00,2025-03-20,2025,3,Thursday,14,0,0,midday,1,Ramadan,0.9,1
472,2025-03-20 15:00:00,2025-03-20,2025,3,Thursday,15,0,0,midday,1,Ramadan,0.9,1
473,2025-03-20 16:00:00,2025-03-20,2025,3,Thursday,16,0,0,midday,1,Ramadan,0.9,1
474,2025-03-20 17:00:00,2025-03-20,2025,3,Thursday,17,0,0,evening_peak,1,Ramadan,0.9,1
475,2025-03-20 18:00:00,2025-03-20,2025,3,Thursday,18,0,0,evening_peak,1,Ramadan,0.9,1
476,2025-03-20 19:00:00,2025-03-20,2025,3,Thursday,19,0,0,evening_peak,1,Ramadan,0.9,1
477,2025-03-20 20:00:00,2025-03-20,2025,3,Thursday,20,0,0,offpeak,1,Ramadan,0.9,1
478,2025-03-20 21:00:00,2025-03-20,2025,3,Thursday,21,0,0,offpeak,1,Ramadan,0.9,1
479,2025-03-20 22:00:00,2025-03-20,2025,3,Thursday,22,0,0,offpeak,1,Ramadan,0.9,1
480,2025-03-20 23:00:00,2025-03-20,2025,3,Thursday,23,0,0,offpeak,1,Ramadan,0.9,1
481,2025-03-21 00:00:00,2025-03-21,2025,3,Friday,0,1,1,offpeak,1,Ramadan,0.9,1
482,2025-03-21 01:00:00,2025-03-21,2025,3,Friday,1,1,1,offpeak,1,Ramadan,0.9,1
483,2025-03-21 02:00:00,2025-03-21,2025,3,Friday,2,1,1,offpeak,1,Ramadan,0.9,1
484,2025-03-21 03:00:00,2025-03-21,2025,3,Friday,3,1,1,offpeak,1,Ramadan,0.9,1
485,2025-03-21 04:00:00,2025-03-21,2025,3,Friday,4,1,1,offpeak,1,Ramadan,0.9,1
486,2025-03-21 05:00:00,2025-03-21,2025,3,Friday,5,1,1,offpeak,1,Ramadan,0.9,1
487,2025-03-21 06:00:00,2025-03-21,2025,3,Friday,6,1,1,morning_peak,1,Ramadan,0.9,1
488,2025-03-21 07:00:00,2025-03-21,2025,3,Friday,7,1,1,morning_peak,1,Ramadan,0.9,1
489,2025-03-21 08:00:00,2025-03-21,2025,3,Friday,8,1,1,morning_peak,1,Ramadan,0.9,1
490,2025-03-21 09:00:00,2025-03-21,2025,3,Friday,9,1,1,midday,1,Ramadan,0.9,1
